Original_Video_Frame,Output_Video_Frame,Wheel_ID,Confidence,Wheel_X1,Wheel_Y1,Wheel_X2,Wheel_Y2,Wheel_Well_Y,Clearance_Distance_px
1700,425,Wheel_2,0.9,400,139,527,265,131,8
1704,426,Wheel_2,0.9,407,138,533,265,130,8
1708,427,Wheel_2,0.9,413,138,540,264,129,9
1712,428,Wheel_2,0.9,420,137,547,264,129,8
1716,429,Wheel_2,0.9,428,137,555,265,129,8
1720,430,Wheel_2,0.9,434,136,562,264,128,8
1724,431,Wheel_2,0.89,441,136,569,264,128,8
1728,432,Wheel_2,0.9,449,136,577,265,128,8
1732,433,Wheel_2,0.9,456,137,586,267,128,9
1736,434,Wheel_2,0.9,464,138,592,269,128,10
1740,435,Wheel_2,0.9,471,141,599,271,128,13
1744,436,Wheel_2,0.89,478,142,606,272,129,13
1748,437,Wheel_2,0.9,485,143,614,272,130,13
1752,438,Wheel_2,0.9,493,143,620,272,131,12
1756,439,Wheel_2,0.9,499,144,628,272,132,12
1760,440,Wheel_2,0.9,507,145,635,271,132,13
1764,441,Wheel_2,0.9,514,145,642,272,133,12
1768,442,Wheel_2,0.89,521,145,650,271,133,12
1772,443,Wheel_2,0.9,528,145,658,271,133,12
1776,444,Wheel_2,0.9,534,145,666,271,134,11
1780,445,Wheel_2,0.9,542,145,673,271,134,11
1784,446,Wheel_2,0.9,550,145,680,270,134,11
1788,447,Wheel_2,0.9,559,145,688,270,134,11
1792,448,Wheel_2,0.9,566,145,694,269,135,10
1796,449,Wheel_2,0.9,574,146,703,269,135,11
1800,450,Wheel_2,0.9,582,146,711,269,135,11
1804,451,Wheel_2,0.9,589,146,717,269,136,10
1808,452,Wheel_2,0.9,596,146,724,269,136,10
1812,453,Wheel_2,0.89,603,146,731,269,136,10
1816,454,Wheel_2,0.9,611,146,738,269,136,10
1820,455,Wheel_2,0.9,618,146,746,269,136,10
1824,456,Wheel_2,0.89,626,146,753,269,135,11
1828,457,Wheel_2,0.9,634,145,761,269,135,10
1832,458,Wheel_2,0.9,641,145,768,269,135,10
1836,459,Wheel_2,0.89,648,144,776,269,134,10
1840,460,Wheel_2,0.89,655,144,784,269,134,10
1844,461,Wheel_2,0.9,663,144,793,269,134,10
1848,462,Wheel_2,0.9,670,144,799,269,134,10
1852,463,Wheel_2,0.9,678,144,807,269,133,11
1856,464,Wheel_2,0.89,684,144,815,269,133,11
1860,465,Wheel_2,0.9,692,144,821,268,133,11
1864,466,Wheel_2,0.9,700,144,830,268,133,11
1868,467,Wheel_2,0.89,707,144,837,268,133,11
1872,468,Wheel_2,0.9,715,144,845,268,133,11
1876,469,Wheel_2,0.9,722,144,852,267,133,11
1880,470,Wheel_2,0.89,729,144,859,268,133,11
1884,471,Wheel_2,0.9,736,145,867,267,133,12
1888,472,Wheel_2,0.9,744,145,874,267,133,12
1892,473,Wheel_2,0.9,751,144,881,267,133,11
1896,474,Wheel_2,0.9,758,144,889,267,133,11
1900,475,Wheel_2,0.89,766,145,897,267,133,12
1904,476,Wheel_2,0.9,773,145,904,267,133,12
1908,477,Wheel_2,0.9,780,145,912,267,133,12
1912,478,Wheel_2,0.9,788,145,920,268,133,12
1916,479,Wheel_2,0.9,795,145,927,267,133,12
1920,480,Wheel_2,0.9,802,144,935,267,133,11
1924,481,Wheel_2,0.9,809,144,942,267,133,11
1928,482,Wheel_2,0.9,817,144,951,267,133,11
1932,483,Wheel_2,0.9,825,145,959,267,133,12
1936,484,Wheel_2,0.89,832,144,962,267,133,11
1940,485,Wheel_2,0.89,840,144,962,268,133,11
1944,486,Wheel_2,0.89,849,144,962,269,134,10
1948,487,Wheel_2,0.88,857,145,962,271,134,11
1952,488,Wheel_2,0.88,864,145,962,272,135,10
1956,489,Wheel_2,0.87,873,147,962,274,137,10
1960,490,Wheel_2,0.86,879,149,962,275,139,10
1964,491,Wheel_2,0.85,889,151,962,276,141,10
1968,492,Wheel_2,0.85,895,151,962,275,144,7
1972,493,Wheel_2,0.84,901,152,962,276,134,18
1976,494,Wheel_2,0.83,903,153,962,276,140,13
1980,495,Wheel_2,0.8,910,155,962,276,144,11
1984,496,Wheel_2,0.78,916,155,962,276,147,8
